,ID,Name,Image URL,Description,Height,Weight,Categoty,Abilities,Type,Weaknesses,Stats
367,368,Gorebyss,https://assets.pokemon.com/assets/cms2/img/pokedex/full/368.png,The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid.,"5' 11""",49.8 lbs,South Sea,['Swift Swim'],['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 5, 'Defense': 7, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 4}"
368,369,Relicanth,https://assets.pokemon.com/assets/cms2/img/pokedex/full/369.png,Rock-hard scales and oil-filled swim bladders allow this Pokémon to survive the intense water pressure of the deep sea.,"3' 03""",51.6 lbs,Longevity,"['Rock Head', 'Swift Swim']","['Water', 'Rock']","['Grass', 'Electric', 'Fighting', 'Ground']","{'HP': 6, 'Attack': 6, 'Defense': 8, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 4}"
369,370,Luvdisc,https://assets.pokemon.com/assets/cms2/img/pokedex/full/370.png,"Its heart-shaped body makes it popular. In some places, you would give a Luvdisc to someone you love.","2' 00""",19.2 lbs,Rendezvous,['Swift Swim'],['Water'],"['Grass', 'Electric']","{'HP': 3, 'Attack': 2, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 6}"
370,371,Bagon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/371.png,Its steel-hard head can shatter boulders. It longingly hopes for wings to grow so it can fly.,"2' 00""",92.8 lbs,Rock Head,['Rock Head'],['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 3, 'Attack': 5, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 2, 'Speed': 3}"
371,372,Shelgon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/372.png,"The cells within its shell transform with explosive speed, preparing it for evolution.","3' 07""",243.6 lbs,Endurance,['Rock Head'],['Dragon'],"['Fairy', 'Ice', 'Dragon']","{'HP': 4, 'Attack': 6, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 3}"
372,373,Salamence,https://assets.pokemon.com/assets/cms2/img/pokedex/full/373.png,"It flies around on its wings, which have grown in at last. In its happiness, it gushes hot flames, burning up everything it passes over.","4' 11""",226.2 lbs,Dragon,['Intimidate'],"['Dragon', 'Flying']","['Fairy', 'Dragon', 'Ice', 'Rock']","{'HP': 6, 'Attack': 8, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 6}"
373,374,Beldum,https://assets.pokemon.com/assets/cms2/img/pokedex/full/374.png,"From its rear, Beldum emits a magnetic force that rapidly pulls opponents in. They get skewered on Beldum’s sharp claws.","2' 00""",209.9 lbs,Iron Ball,['Clear Body'],"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","{'HP': 3, 'Attack': 4, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 2}"
374,375,Metang,https://assets.pokemon.com/assets/cms2/img/pokedex/full/375.png,"Two Beldum have become stuck together via their own magnetic forces. With two brains, the resulting Metang has doubled psychic powers.","3' 11""",446.4 lbs,Iron Claw,['Clear Body'],"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","{'HP': 4, 'Attack': 5, 'Defense': 6, 'Special Attack': 4, 'Special Defense': 5, 'Speed': 3}"
375,376,Metagross,https://assets.pokemon.com/assets/cms2/img/pokedex/full/376.png,"Because the magnetic powers of these Pokémon get stronger in freezing temperatures, Metagross living on snowy mountains are full of energy.","5' 03""",1212.5 lbs,Iron Leg,['Clear Body'],"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","{'HP': 5, 'Attack': 8, 'Defense': 8, 'Special Attack': 6, 'Special Defense': 6, 'Speed': 5}"
376,377,Regirock,https://assets.pokemon.com/assets/cms2/img/pokedex/full/377.png,"Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost.","5' 07""",507.1 lbs,Rock Peak,['Clear Body'],['Rock'],"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","{'HP': 5, 'Attack': 6, 'Defense': 12, 'Special Attack': 3, 'Special Defense': 6, 'Speed': 3}"
377,378,Regice,https://assets.pokemon.com/assets/cms2/img/pokedex/full/378.png,"With cold air that can reach temperatures as low as −328 degrees Fahrenheit, Regice instantly freezes any creature that approaches it.","5' 11""",385.8 lbs,Iceberg,['Clear Body'],['Ice'],"['Fire', 'Steel', 'Fighting', 'Rock']","{'HP': 5, 'Attack': 3, 'Defense': 6, 'Special Attack': 6, 'Special Defense': 12, 'Speed': 3}"
378,379,Registeel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/379.png,Registeel’s body is made of a strange material that is flexible enough to stretch and shrink but also more durable than any metal.,"6' 03""",451.9 lbs,Iron,['Clear Body'],['Steel'],"['Fire', 'Fighting', 'Ground']","{'HP': 5, 'Attack': 5, 'Defense': 9, 'Special Attack': 5, 'Special Defense': 9, 'Speed': 3}"
379,380,Latias,https://assets.pokemon.com/assets/cms2/img/pokedex/full/380.png,"Latias is highly sensitive to the emotions of people. If it senses any hostility, this Pokémon ruffles the feathers all over its body and cries shrilly to intimidate the foe.","4' 07""",88.2 lbs,Eon,['Levitate'],"['Dragon', 'Psychic']","['Ghost', 'Ice', 'Dragon', 'Dark', 'Fairy', 'Bug']","{'HP': 5, 'Attack': 5, 'Defense': 6, 'Special Attack': 7, 'Special Defense': 8, 'Speed': 7}"
380,381,Latios,https://assets.pokemon.com/assets/cms2/img/pokedex/full/381.png,Latios has the ability to make others see an image of what it has seen or imagines in its head. This Pokémon is intelligent and understands human speech.,"6' 07""",132.3 lbs,Eon,['Levitate'],"['Dragon', 'Psychic']","['Ghost', 'Ice', 'Dragon', 'Dark', 'Fairy', 'Bug']","{'HP': 5, 'Attack': 6, 'Defense': 5, 'Special Attack': 8, 'Special Defense': 7, 'Speed': 7}"
381,382,Kyogre,https://assets.pokemon.com/assets/cms2/img/pokedex/full/382.png,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can summon storms that cause the sea levels to rise.","14' 09""",776.0 lbs,Sea Basin,['Drizzle'],['Water'],"['Grass', 'Electric']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 9, 'Special Defense': 9, 'Speed': 6}"
382,383,Groudon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/383.png,"Groudon is said to be the personification of the land itself. Legends tell of its many clashes against Kyogre, as each sought to gain the power of nature.","11' 06""",2094.4 lbs,Continent,['Drought'],['Ground'],"['Water', 'Grass', 'Ice']","{'HP': 6, 'Attack': 9, 'Defense': 9, 'Special Attack': 6, 'Special Defense': 6, 'Speed': 6}"
383,384,Rayquaza,https://assets.pokemon.com/assets/cms2/img/pokedex/full/384.png,Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.,"23' 00""",455.3 lbs,Sky High,['Air Lock'],"['Dragon', 'Flying']","['Fairy', 'Dragon', 'Ice', 'Rock']","{'HP': 7, 'Attack': 9, 'Defense': 6, 'Special Attack': 9, 'Special Defense': 6, 'Speed': 6}"
384,385,Jirachi,https://assets.pokemon.com/assets/cms2/img/pokedex/full/385.png,"A legend states that Jirachi will make true any wish that is written on notes attached to its head when it awakens. If this Pokémon senses danger, it will fight without awakening.","1' 00""",2.4 lbs,Wish,['Serene Grace'],"['Steel', 'Psychic']","['Ghost', 'Fire', 'Dark', 'Ground']","{'HP': 6, 'Attack': 6, 'Defense': 6, 'Special Attack': 6, 'Special Defense': 6, 'Speed': 6}"
385,386,Deoxys,https://assets.pokemon.com/assets/cms2/img/pokedex/full/386.png,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in Deoxys. The crystalline organ on this Pokémon’s chest appears to be its brain.,"5' 07""",134.0 lbs,DNA,['Pressure'],['Psychic'],"['Ghost', 'Dark', 'Bug']","{'HP': 3, 'Attack': 9, 'Defense': 3, 'Special Attack': 9, 'Special Defense': 3, 'Speed': 9}"
386,387,Turtwig,https://assets.pokemon.com/assets/cms2/img/pokedex/full/387.png,Photosynthesis occurs across its body under the sun. The shell on its back is actually hardened soil.,"1' 04""",22.5 lbs,Tiny Leaf,['Overgrow'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 2}"
387,388,Grotle,https://assets.pokemon.com/assets/cms2/img/pokedex/full/388.png,"It lives along water in forests. In the daytime, it leaves the forest to sunbathe its treed shell.","3' 07""",213.8 lbs,Grove,['Overgrow'],['Grass'],"['Fire', 'Flying', 'Ice', 'Poison', 'Bug']","{'HP': 5, 'Attack': 6, 'Defense': 5, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 3}"
388,389,Torterra,https://assets.pokemon.com/assets/cms2/img/pokedex/full/389.png,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled.","7' 03""",683.4 lbs,Continent,['Overgrow'],"['Grass', 'Ground']","['Fire', 'Flying', 'Bug', 'Ice']","{'HP': 6, 'Attack': 7, 'Defense': 7, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 4}"
389,390,Chimchar,https://assets.pokemon.com/assets/cms2/img/pokedex/full/390.png,Its fiery rear end is fueled by gas made in its belly. Even rain can’t extinguish the fire.,"1' 08""",13.7 lbs,Chimp,['Blaze'],['Fire'],"['Water', 'Ground', 'Rock']","{'HP': 3, 'Attack': 4, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 4}"
390,391,Monferno,https://assets.pokemon.com/assets/cms2/img/pokedex/full/391.png,It skillfully controls the intensity of the fire on its tail to keep its foes at an ideal distance.,"2' 11""",48.5 lbs,Playful,['Blaze'],"['Fire', 'Fighting']","['Water', 'Psychic', 'Flying', 'Ground']","{'HP': 4, 'Attack': 5, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 4, 'Speed': 5}"
391,392,Infernape,https://assets.pokemon.com/assets/cms2/img/pokedex/full/392.png,Its crown of fire is indicative of its fiery nature. It is beaten by none in terms of quickness.,"3' 11""",121.3 lbs,Flame,['Blaze'],"['Fire', 'Fighting']","['Water', 'Psychic', 'Flying', 'Ground']","{'HP': 5, 'Attack': 7, 'Defense': 5, 'Special Attack': 7, 'Special Defense': 5, 'Speed': 7}"
392,393,Piplup,https://assets.pokemon.com/assets/cms2/img/pokedex/full/393.png,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.,"1' 04""",11.5 lbs,Penguin,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 3, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 3}"
393,394,Prinplup,https://assets.pokemon.com/assets/cms2/img/pokedex/full/394.png,"It lives alone, away from others. Apparently, every one of them believes it is the most important.","2' 07""",50.7 lbs,Penguin,['Torrent'],['Water'],"['Grass', 'Electric']","{'HP': 4, 'Attack': 4, 'Defense': 4, 'Special Attack': 5, 'Special Defense': 5, 'Speed': 3}"
394,395,Empoleon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/395.png,It swims as fast as a jet boat. The edges of its wings are sharp and can slice apart drifting ice.,"5' 07""",186.3 lbs,Emperor,['Torrent'],"['Water', 'Steel']","['Electric', 'Fighting', 'Ground']","{'HP': 5, 'Attack': 6, 'Defense': 6, 'Special Attack': 7, 'Special Defense': 6, 'Speed': 4}"
395,396,Starly,https://assets.pokemon.com/assets/cms2/img/pokedex/full/396.png,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.","1' 00""",4.4 lbs,Starling,['Keen Eye'],"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 3, 'Attack': 4, 'Defense': 2, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 4}"
396,397,Staravia,https://assets.pokemon.com/assets/cms2/img/pokedex/full/397.png,"Recognizing their own weakness, they always live in a group. When alone, a Staravia cries noisily.","2' 00""",34.2 lbs,Starling,['Intimidate'],"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 4, 'Attack': 5, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 5}"
397,398,Staraptor,https://assets.pokemon.com/assets/cms2/img/pokedex/full/398.png,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.","3' 11""",54.9 lbs,Predator,['Intimidate'],"['Normal', 'Flying']","['Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 8, 'Defense': 5, 'Special Attack': 3, 'Special Defense': 4, 'Speed': 6}"
398,399,Bidoof,https://assets.pokemon.com/assets/cms2/img/pokedex/full/399.png,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.","1' 08""",44.1 lbs,Plump Mouse,"['Simple', 'Unaware']",['Normal'],['Fighting'],"{'HP': 4, 'Attack': 3, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 3, 'Speed': 2}"
399,400,Bibarel,https://assets.pokemon.com/assets/cms2/img/pokedex/full/400.png,It busily makes its nest with stacks of branches and roots it has cut up with its sharp incisors.,"3' 03""",69.4 lbs,Beaver,"['Simple', 'Unaware']","['Normal', 'Water']","['Grass', 'Electric', 'Fighting']","{'HP': 5, 'Attack': 5, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 4, 'Speed': 5}"
400,401,Kricketot,https://assets.pokemon.com/assets/cms2/img/pokedex/full/401.png,"Its legs are short. Whenever it stumbles, its stiff antennae clack with a xylophone-like sound.","1' 00""",4.9 lbs,Cricket,['Shed Skin'],['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 3, 'Attack': 2, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 2}"
401,402,Kricketune,https://assets.pokemon.com/assets/cms2/img/pokedex/full/402.png,"By allowing its cry to resonate in the hollow of its belly, it produces a captivating sound.","3' 03""",56.2 lbs,Cricket,['Swarm'],['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 4}"
402,403,Shinx,https://assets.pokemon.com/assets/cms2/img/pokedex/full/403.png,The extension and contraction of its muscles generates electricity. It glows when in trouble.,"1' 08""",20.9 lbs,Flash,"['Intimidate', 'Rivalry']",['Electric'],['Ground'],"{'HP': 3, 'Attack': 4, 'Defense': 2, 'Special Attack': 3, 'Special Defense': 2, 'Speed': 3}"
403,404,Luxio,https://assets.pokemon.com/assets/cms2/img/pokedex/full/404.png,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,"2' 11""",67.2 lbs,Spark,"['Intimidate', 'Rivalry']",['Electric'],['Ground'],"{'HP': 4, 'Attack': 5, 'Defense': 3, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 4}"
404,405,Luxray,https://assets.pokemon.com/assets/cms2/img/pokedex/full/405.png,It can see clearly through walls to track down its prey and seek its lost young.,"4' 07""",92.6 lbs,Gleam Eyes,"['Intimidate', 'Rivalry']",['Electric'],['Ground'],"{'HP': 5, 'Attack': 8, 'Defense': 5, 'Special Attack': 6, 'Special Defense': 5, 'Speed': 5}"
405,406,Budew,https://assets.pokemon.com/assets/cms2/img/pokedex/full/406.png,"The pollen it releases contains poison. If this Pokémon is raised on clean water, the poison’s toxicity is increased.","0' 08""",2.6 lbs,Bud,"['Poison Point', 'Natural Cure']","['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","{'HP': 3, 'Attack': 2, 'Defense': 3, 'Special Attack': 3, 'Special Defense': 5, 'Speed': 4}"
406,407,Roserade,https://assets.pokemon.com/assets/cms2/img/pokedex/full/407.png,"After captivating opponents with its sweet scent, it lashes them with its thorny whips.","2' 11""",32.0 lbs,Bouquet,"['Poison Point', 'Natural Cure']","['Grass', 'Poison']","['Fire', 'Psychic', 'Flying', 'Ice']","{'HP': 4, 'Attack': 5, 'Defense': 4, 'Special Attack': 8, 'Special Defense': 7, 'Speed': 6}"
407,408,Cranidos,https://assets.pokemon.com/assets/cms2/img/pokedex/full/408.png,"A primeval Pokémon, it possesses a hard and sturdy skull, lacking any intelligence within.","2' 11""",69.4 lbs,Head Butt,['Mold Breaker'],['Rock'],"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","{'HP': 4, 'Attack': 8, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 2, 'Speed': 4}"
408,409,Rampardos,https://assets.pokemon.com/assets/cms2/img/pokedex/full/409.png,"In ancient times, people would dig up fossils of this Pokémon and use its skull, which is harder than steel, to make helmets.","5' 03""",226.0 lbs,Head Butt,['Mold Breaker'],['Rock'],"['Water', 'Steel', 'Grass', 'Fighting', 'Ground']","{'HP': 6, 'Attack': 10, 'Defense': 4, 'Special Attack': 4, 'Special Defense': 3, 'Speed': 4}"
409,410,Shieldon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/410.png,"A mild-mannered, herbivorous Pokémon, it used its face to dig up tree roots to eat. The skin on its face was plenty tough.","1' 08""",125.7 lbs,Shield,['Sturdy'],"['Rock', 'Steel']","['Water', 'Fighting', 'Ground']","{'HP': 2, 'Attack': 3, 'Defense': 7, 'Special Attack': 3, 'Special Defense': 6, 'Speed': 2}"
410,411,Bastiodon,https://assets.pokemon.com/assets/cms2/img/pokedex/full/411.png,"The bones of its face are huge and hard, so they were mistaken for its spine until after this Pokémon was successfully restored.","4' 03""",329.6 lbs,Shield,['Sturdy'],"['Rock', 'Steel']","['Water', 'Fighting', 'Ground']","{'HP': 4, 'Attack': 4, 'Defense': 10, 'Special Attack': 3, 'Special Defense': 9, 'Speed': 2}"
411,412,Burmy,https://assets.pokemon.com/assets/cms2/img/pokedex/full/412.png,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.","0' 08""",7.5 lbs,Bagworm,['Shed Skin'],['Bug'],"['Fire', 'Flying', 'Rock']","{'HP': 3, 'Attack': 2, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 3}"
412,413,Wormadam,https://assets.pokemon.com/assets/cms2/img/pokedex/full/413.png,Its appearance changes depending on where it evolved. The materials on hand become a part of its body.,"1' 08""",14.3 lbs,Bagworm,['Anticipation'],"['Bug', 'Grass']","['Fire', 'Flying', 'Ice', 'Poison', 'Rock', 'Bug']","{'HP': 4, 'Attack': 4, 'Defense': 5, 'Special Attack': 5, 'Special Defense': 7, 'Speed': 3}"
413,414,Mothim,https://assets.pokemon.com/assets/cms2/img/pokedex/full/414.png,It loves the honey of flowers and steals honey collected by Combee.,"2' 11""",51.4 lbs,Moth,['Swarm'],"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 6, 'Defense': 3, 'Special Attack': 6, 'Special Defense': 3, 'Speed': 4}"
414,415,Combee,https://assets.pokemon.com/assets/cms2/img/pokedex/full/415.png,"At night, Combee sleep in a group of about a hundred, packed closely together in a lump.","1' 00""",12.1 lbs,Tiny Bee,['Honey Gather'],"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","{'HP': 2, 'Attack': 2, 'Defense': 3, 'Special Attack': 2, 'Special Defense': 3, 'Speed': 5}"
415,416,Vespiquen,https://assets.pokemon.com/assets/cms2/img/pokedex/full/416.png,It houses its colony in cells in its body and releases various pheromones to make those grubs do its bidding.,"3' 11""",84.9 lbs,Beehive,['Pressure'],"['Bug', 'Flying']","['Fire', 'Flying', 'Electric', 'Ice', 'Rock']","{'HP': 5, 'Attack': 5, 'Defense': 6, 'Special Attack': 5, 'Special Defense': 6, 'Speed': 3}"
